"New housing price index, monthly 1 2 3 4 5"
"Frequency: Monthly"
"Table: 18-10-0205-01 (formerly CANSIM 327-0056)"
"Release date: 2023-05-18"
"Geography: Canada, Geographical region of Canada, Province or territory, Census metropolitan area, Census agglomeration"
""
""

,"New housing price indexes","Total (house and land)","Symbol","House only","Symbol","Land only","Symbol"
"Geography","Reference period"
,,"Index, 201612=100",,,,,
,"June 1999","57.5","","52.5","","71.8","E"
,"July 1999","57.8","","52.8","","71.8","E"
,"August 1999","58.7","","54.2","","71.8","E"
,"September 1999","58.9","","54.3","","71.8","E"
,"October 1999","58.9","","54.4","","71.8","E"
,"November 1999","59.9","","55.2","","73.1","E"
,"December 1999","60.0","","55.2","","73.1","E"
,"January 2000","60.0","","55.2","","73.1","E"
,"February 2000","60.4","","55.8","","73.1","E"
,"March 2000","60.4","","55.8","","73.1","E"
,"April 2000","60.6","","56.1","","73.1","E"
,"May 2000","60.6","","56.0","","73.1","E"
,"June 2000","60.8","","56.2","","73.1","E"
,"July 2000","60.9","","56.3","","73.1","E"
,"August 2000","60.7","","56.2","","73.1","E"
,"September 2000","60.8","","56.3","","73.1","E"
,"October 2000","60.8","","56.3","","73.1","E"
,"November 2000","61.1","","56.5","","73.1","E"
,"December 2000","60.9","","56.3","","73.1","E"
,"January 2001","61.1","","56.7","","73.1","E"
,"February 2001","61.5","","57.1","","73.1","E"
,"March 2001","61.7","","57.4","","73.1","E"
,"April 2001","61.7","","57.4","","73.1","E"
,"May 2001","62.0","","57.8","","73.1","E"
,"June 2001","62.2","","58.1","","73.2","E"
,"July 2001","62.2","","58.1","","73.2","E"
,"August 2001","62.5","","58.4","","73.2","E"
,"September 2001","62.7","","58.6","","73.2","E"
,"October 2001","62.5","","58.5","","73.2","E"
,"November 2001","62.5","","58.4","","73.2","E"
,"December 2001","62.6","","58.5","","73.2","E"
,"January 2002","63.0","","59.1","","73.2","E"
,"February 2002","62.7","","58.7","","73.2","E"
,"March 2002","62.5","","58.5","","73.2","E"
,"April 2002","63.1","","59.2","","73.2","E"
,"May 2002","63.2","","59.3","","73.2","E"
,"June 2002","63.3","","59.5","","73.2","E"
,"July 2002","63.2","","59.5","","73.2","E"
,"August 2002","63.7","","60.0","","73.2","E"
,"September 2002","63.2","","59.4","","73.2","E"
,"October 2002","63.7","","60.1","","73.2","E"
,"November 2002","63.6","","59.9","","73.2","E"
,"December 2002","64.2","","60.7","","73.2","E"
,"January 2003","64.9","","61.6","","73.2","E"
,"February 2003","64.8","","61.4","","73.2","E"
,"March 2003","64.7","","61.3","","73.2","E"
,"April 2003","65.1","","61.8","","73.2","E"
,"May 2003","65.9","","62.9","","73.2","E"
,"June 2003","66.5","","63.7","","73.2","E"
,"July 2003","66.6","","63.8","","73.2","E"
,"August 2003","67.1","","64.5","","73.2","E"
,"September 2003","67.1","","64.5","","73.2","E"
,"October 2003","67.4","","64.8","","73.2","E"
,"November 2003","68.4","","66.1","","73.6","E"
,"December 2003","68.4","","66.0","","73.6","E"
,"January 2004","68.6","","66.3","","73.6","E"
,"February 2004","68.8","","66.3","","74.5","E"
,"March 2004","68.6","","66.1","","74.5","E"
,"April 2004","69.4","","67.1","","74.5","E"
,"May 2004","69.1","","66.1","","76.4","E"
,"June 2004","71.1","","68.1","","78.8","E"
,"July 2004","71.7","","68.9","","78.8","E"
,"August 2004","71.8","","68.9","","79.2","E"
,"September 2004","72.5","","69.9","","79.2","E"
,"October 2004","72.7","","70.2","","79.2","E"
,"November 2004","73.1","","70.7","","79.2","E"
,"December 2004","74.5","","72.4","","79.2","E"
,"January 2005","74.9","","73.0","","79.2","E"
,"February 2005","74.6","","72.5","","79.2","E"
,"March 2005","74.9","","73.0","","79.2","E"
,"April 2005","75.1","","71.3","","84.8","E"
,"May 2005","75.7","","71.7","","86.4","E"
,"June 2005","75.9","","72.0","","86.4","E"
,"July 2005","75.8","","71.8","","86.4","E"
,"August 2005","75.9","","71.9","","86.6","E"
,"September 2005","76.2","","72.3","","86.9","E"
,"October 2005","76.8","","73.0","","86.9","E"
,"November 2005","77.6","","73.9","","87.1","E"
,"December 2005","77.7","","74.0","","87.1","E"
,"January 2006","77.7","","74.0","","87.1","E"
,"February 2006","78.1","","74.4","","87.8","E"
,"March 2006","78.1","","74.4","","87.8","E"
,"April 2006","78.6","","75.0","","87.8","E"
,"May 2006","79.1","","75.9","","87.8","E"
,"June 2006","79.6","","76.4","","88.1","E"
,"July 2006","79.8","","76.6","","88.3","E"
,"August 2006","80.1","","77.0","","88.3","E"
,"September 2006","80.2","","77.1","","88.3","E"
,"October 2006","80.1","","76.9","","88.3","E"
,"November 2006","81.1","","78.2","","88.3","E"
,"December 2006","81.0","","78.1","","88.3","E"
,"January 2007","81.0","","78.2","","88.3","E"
,"February 2007","81.2","","78.3","","88.3","E"
,"March 2007","82.5","","80.0","","88.3","E"
,"April 2007","82.5","","80.0","","88.3","E"
,"May 2007","82.4","","79.9","","88.3","E"
,"June 2007","82.5","","79.9","","88.5","E"
,"July 2007","82.7","","80.2","","88.5","E"
,"August 2007","83.6","","81.3","","88.5","E"
,"September 2007","83.6","","81.3","","88.5","E"
,"October 2007","83.7","","81.4","","88.5","E"
,"November 2007","83.2","","80.8","","88.7","E"
,"December 2007","83.5","","81.1","","88.7","E"
,"January 2008","83.9","","81.6","","89.1","E"
,"February 2008","85.5","","82.3","","93.7","E"
,"March 2008","86.1","","82.3","","96.1","E"
,"April 2008","86.5","","82.6","","97.1","E"
,"May 2008","86.6","","82.7","","97.1","E"
,"June 2008","87.0","","83.2","","97.1","E"
,"July 2008","86.9","","83.0","","97.1","E"
,"August 2008","86.9","","83.1","","97.1","E"
,"September 2008","87.1","","83.3","","97.1","E"
,"October 2008","87.2","","83.4","","97.1","E"
,"November 2008","85.7","","81.7","","97.1","E"
,"December 2008","85.7","","81.7","","97.1","E"
,"January 2009","85.9","","81.9","","97.1","E"
,"February 2009","85.9","","81.9","","97.1","E"
,"March 2009","85.1","","81.0","","97.1","E"
,"April 2009","85.7","","81.7","","97.1","E"
,"May 2009","85.7","","81.7","","97.1","E"
,"June 2009","85.6","","81.6","","97.1","E"
,"July 2009","85.3","","81.2","","97.1","E"
,"August 2009","85.5","","81.4","","97.1","E"
,"September 2009","85.5","","81.5","","97.1","E"
,"October 2009","85.5","","81.5","","97.1","E"
,"November 2009","86.7","","83.0","","97.1","E"
,"December 2009","86.7","","83.0","","97.1","E"
,"January 2010","86.4","","82.7","","97.1","E"
,"February 2010","86.6","","83.0","","97.0","E"
,"March 2010","86.4","","82.8","","96.5","E"
,"April 2010","86.5","","83.1","","96.3","E"
,"May 2010","86.6","","83.1","","96.3","E"
,"June 2010","86.5","","83.1","","96.2","E"
,"July 2010","86.4","","82.9","","96.0","E"
,"August 2010","86.6","","83.0","","96.8","E"
,"September 2010","86.7","","83.1","","96.8","E"
,"October 2010","86.7","","83.2","","96.8","E"
,"November 2010","85.7","","81.9","","96.8","E"
,"December 2010","85.7","","81.9","","96.8","E"
,"January 2011","85.7","","81.9","","96.8","E"
,"February 2011","86.0","","82.2","","96.8","E"
,"March 2011","85.9","","82.1","","96.8","E"
,"April 2011","86.0","","82.2","","96.8","E"
,"May 2011","86.0","","82.2","","96.8","E"
,"June 2011","86.0","","82.2","","96.8","E"
,"July 2011","86.0","","82.2","","96.8","E"
,"August 2011","86.0","","82.2","","96.8","E"
,"September 2011","86.0","","82.2","","96.8","E"
,"October 2011","86.0","","82.2","","96.8","E"
,"November 2011","86.3","","82.6","","96.8","E"
,"December 2011","86.3","","82.6","","96.8","E"
,"January 2012","86.3","","82.6","","96.8","E"
,"February 2012","87.2","","83.8","","96.8","E"
,"March 2012","87.5","","84.2","","96.8","E"
,"April 2012","87.5","","84.1","","96.8","E"
,"May 2012","87.4","","84.0","","96.8","E"
,"June 2012","87.5","","84.0","","97.4","E"
,"July 2012","87.8","","84.4","","97.4","E"
,"August 2012","87.8","","84.4","","97.4","E"
,"September 2012","87.9","","84.4","","98.1","E"
,"October 2012","87.9","","84.4","","98.1","E"
,"November 2012","88.4","","84.9","","98.1","E"
,"December 2012","89.2","","85.9","","98.4","E"
,"January 2013","89.2","","85.9","","98.4","E"
,"February 2013","89.6","","86.5","","98.4","E"
,"March 2013","89.7","","86.5","","98.4","E"
,"April 2013","89.8","","86.6","","98.4","E"
,"May 2013","90.3","","87.2","","98.6","E"
,"June 2013","90.5","","87.5","","98.6","E"
,"July 2013","90.8","","87.8","","98.6","E"
,"August 2013","90.8","","87.9","","98.6","E"
,"September 2013","90.8","","87.8","","98.6","E"
,"October 2013","90.8","","88.0","","98.6","E"
,"November 2013","91.5","","88.8","","98.6","E"
,"December 2013","91.7","","89.0","","98.6","E"
,"January 2014","91.5","","88.8","","98.6","E"
,"February 2014","92.7","","90.4","","98.6","E"
,"March 2014","92.7","","90.4","","98.6","E"
,"April 2014","92.6","","90.3","","98.6","E"
,"May 2014","92.6","","90.3","","98.6","E"
,"June 2014","92.5","","90.2","","98.6","E"
,"July 2014","92.8","","90.6","","98.6","E"
,"August 2014","92.9","","90.8","","98.6","E"
,"September 2014","92.9","","90.8","","98.6","E"
,"October 2014","92.7","","90.5","","98.6","E"
,"November 2014","92.6","","90.5","","98.6","E"
,"December 2014","92.6","","90.4","","98.6","E"
,"January 2015","93.2","","91.2","","98.2","E"
,"February 2015","93.1","","91.2","","98.2","E"
,"March 2015","93.2","","91.3","","98.2","E"
,"April 2015","93.3","","91.4","","98.2","E"
,"May 2015","93.3","","91.5","","98.2","E"
,"June 2015","93.3","","91.5","","98.2","E"
,"July 2015","93.3","","91.4","","98.2","E"
,"August 2015","93.9","","92.2","","98.2","E"
,"September 2015","93.9","","92.2","","98.2","E"
,"October 2015","93.6","","91.8","","98.2","E"
,"November 2015","93.8","","92.1","","98.2","E"
,"December 2015","94.6","","93.2","","98.2","E"
,"January 2016","94.7","","93.4","","98.2","E"
,"February 2016","95.1","","94.0","","98.2","E"
,"March 2016","95.3","","94.1","","98.2","E"
,"April 2016","95.9","","95.0","","98.2","E"
,"May 2016","96.7","","96.2","","98.2","E"
,"June 2016","97.9","","97.7","","98.2","E"
,"July 2016","98.0","","97.8","","98.2","E"
,"August 2016","98.0","","97.9","","98.2","E"
,"September 2016","98.8","","98.5","","99.4","E"
,"October 2016","99.3","","99.2","","99.4","E"
,"November 2016","99.2","","98.9","","99.7","E"
,"December 2016","100.0","","100.0","","100.0","E"
,"January 2017","100.9","","101.3","","100.0","E"
,"February 2017","101.0","","101.4","","100.0","E"
,"March 2017","101.0","","101.4","","100.0","E"
,"April 2017","102.8","","103.3","","101.9","E"
,"May 2017","103.7","","104.8","","101.9","E"
,"June 2017","103.8","","104.9","","101.8","E"
,"July 2017","103.9","","105.0","","101.9","E"
,"August 2017","103.9","","104.8","","102.4","E"
,"September 2017","104.5","","105.6","","102.4","E"
,"October 2017","104.5","","105.6","","102.4","E"
,"November 2017","104.5","","105.6","","102.4","E"
,"December 2017","104.5","","105.6","","102.4","E"
,"January 2018","104.5","","105.6","","102.4","E"
,"February 2018","104.9","","106.0","","102.4","E"
,"March 2018","105.1","","106.4","","102.4","E"
,"April 2018","105.1","","105.8","","104.0","E"
,"May 2018","105.2","","105.9","","104.0","E"
,"June 2018","105.7","","106.4","","104.4","E"
,"July 2018","105.8","","106.6","","104.4","E"
,"August 2018","105.8","","106.6","","104.4","E"
,"September 2018","105.7","","106.4","","104.4","E"
,"October 2018","106.0","","106.6","","104.9","E"
,"November 2018","106.2","","106.9","","104.9","E"
,"December 2018","106.4","","107.0","","105.2","E"
,"January 2019","106.6","","107.3","","105.2","E"
,"February 2019","106.6","","107.3","","105.2","E"
,"March 2019","106.4","","107.2","","105.2","E"
,"April 2019","106.4","","107.0","","105.2","E"
,"May 2019","106.7","","107.5","","105.1","E"
,"June 2019","106.7","","107.4","","105.5","E"
,"July 2019","106.6","","107.3","","105.5","E"
,"August 2019","106.2","","106.7","","105.5","E"
,"September 2019","106.5","","107.3","","105.5","E"
,"October 2019","107.1","","107.8","","106.3","E"
,"November 2019","107.0","","107.8","","106.3","E"
,"December 2019","107.4","","108.1","","106.6","E"
,"January 2020","107.4","","108.1","","106.6","E"
,"February 2020","108.6","","109.8","","107.0","E"
,"March 2020","108.7","","110.0","","107.0","E"
,"April 2020","108.9","","110.2","","107.1","E"
,"May 2020","109.0","","110.3","","107.1","E"
,"June 2020","110.1","","111.4","","107.9","E"
,"July 2020","110.5","","112.1","","107.8","E"
,"August 2020","110.5","","112.1","","108.0","E"
,"September 2020","111.1","","112.3","","109.9","E"
,"October 2020","113.5","","113.8","","112.5","E"
,"November 2020","114.7","","115.2","","113.1","E"
,"December 2020","115.2","","115.8","","113.1","E"
,"January 2021","115.7","","116.7","","113.1","E"
,"February 2021","117.1","","117.0","","117.6","E"
,"March 2021","120.8","","121.7","","118.4","E"
,"April 2021","123.8","","124.4","","122.5","E"
,"May 2021","124.0","","124.8","","122.5","E"
,"June 2021","125.5","","126.7","","122.5","E"
,"July 2021","125.5","","126.7","","122.5","E"
,"August 2021","125.5","","126.7","","122.5","E"
,"September 2021","126.0","","127.3","","122.5","E"
,"October 2021","127.7","","129.6","","122.5","E"
,"November 2021","127.7","","129.6","","122.5","E"
,"December 2021","128.3","","130.3","","122.5","E"
,"January 2022","128.3","","130.3","","122.5","E"
,"February 2022","128.3","","130.3","","122.5","E"
,"March 2022","128.3","","130.3","","122.5","E"
,"April 2022","128.3","","130.3","","122.5","E"
,"May 2022","130.5","","133.0","","123.5","E"
,"June 2022","130.5","","133.0","","123.5","E"
,"July 2022","130.5","","133.0","","123.5","E"
,"August 2022","130.5","","133.0","","123.5","E"
,"September 2022","130.1","","132.7","","122.8","E"
,"October 2022","130.1","","132.7","","122.8","E"
,"November 2022","130.1","","132.7","","122.8","E"
,"December 2022","130.1","","132.7","","122.8","E"
,"January 2023","130.0","","132.7","","122.6","E"
,"February 2023","128.3","","130.6","","121.9","E"
,"March 2023","128.2","","130.5","","121.7","E"
,"April 2023","128.1","","130.4","","121.7","E"
"Kitchener-Cambridge-Waterloo, Ontario","January 1981","34.0","","30.4","","43.4","E"
,"February 1981","34.1","","30.5","","43.5","E"
,"March 1981","34.2","","30.7","","43.5","E"
,"April 1981","34.6","","31.1","","43.5","E"
,"May 1981","34.6","","31.1","","43.5","E"
,"June 1981","34.9","","31.4","","43.7","E"
,"July 1981","34.9","","31.4","","43.7","E"
,"August 1981","34.9","","31.4","","43.7","E"
,"September 1981","35.0","","31.6","","44.0","E"
,"October 1981","35.2","","31.7","","44.0","E"
,"November 1981","35.4","","32.0","","44.0","E"
,"December 1981","35.4","","32.0","","44.0","E"
,"January 1982","35.4","","32.0","","44.0","E"
,"February 1982","35.4","","32.0","","44.0","E"
,"March 1982","35.4","","32.0","","44.0","E"
,"April 1982","35.4","","32.0","","44.0","E"
,"May 1982","35.9","","32.5","","44.0","E"
,"June 1982","36.2","","33.0","","44.3","E"
,"July 1982","36.2","","33.0","","44.3","E"
,"August 1982","36.2","","33.0","","44.3","E"
,"September 1982","36.2","","32.9","","44.3","E"
,"October 1982","36.7","","33.4","","44.5","E"
,"November 1982","36.7","","33.3","","45.2","E"
,"December 1982","36.8","","33.3","","45.2","E"
,"January 1983","37.1","","33.8","","45.2","E"
,"February 1983","37.1","","33.8","","45.2","E"
,"March 1983","37.5","","34.2","","45.7","E"
,"April 1983","37.8","","34.6","","45.7","E"
,"May 1983","37.8","","34.6","","45.7","E"
,"June 1983","37.8","","34.6","","45.7","E"
,"July 1983","38.1","","34.9","","45.7","E"
,"August 1983","38.3","","35.2","","45.7","E"
,"September 1983","38.3","","35.2","","45.7","E"
,"October 1983","38.3","","35.2","","45.7","E"
,"November 1983","38.5","","35.2","","46.2","E"
,"December 1983","38.5","","35.2","","46.2","E"
,"January 1984","38.5","","35.2","","46.2","E"
,"February 1984","39.1","","35.8","","46.6","E"
,"March 1984","39.1","","35.8","","46.6","E"
,"April 1984","39.1","","35.9","","46.6","E"
,"May 1984","39.4","","36.0","","47.5","E"
,"June 1984","39.4","","36.0","","47.5","E"
,"July 1984","39.4","","36.0","","47.5","E"
,"August 1984","39.3","","35.9","","47.5","E"
,"September 1984","39.6","","35.9","","49.0","E"
,"October 1984","39.7","","36.0","","49.0","E"
,"November 1984","39.7","","36.0","","49.0","E"
,"December 1984","39.7","","36.0","","49.0","E"
,"January 1985","40.0","","36.3","","49.0","E"
,"February 1985","40.3","","36.7","","49.0","E"
,"March 1985","41.0","","37.5","","49.0","E"
,"April 1985","41.5","","38.2","","48.8","E"
,"May 1985","41.5","","38.2","","48.8","E"
,"June 1985","41.9","","38.4","","50.8","E"
,"July 1985","43.3","","39.6","","52.7","E"
,"August 1985","43.8","","40.1","","52.7","E"
,"September 1985","44.4","","40.9","","52.7","E"
,"October 1985","45.0","","41.6","","52.7","E"
,"November 1985","45.8","","42.0","","54.8","E"
,"December 1985","45.8","","42.1","","54.8","E"
,"January 1986","46.3","","42.6","","54.7","E"
,"February 1986","47.3","","43.8","","54.7","E"
,"March 1986","47.7","","44.2","","54.7","E"
,"April 1986","48.5","","45.2","","54.7","E"
,"May 1986","49.0","","45.7","","54.7","E"
,"June 1986","49.3","","45.9","","55.7","E"
,"July 1986","49.3","","45.7","","56.5","E"
,"August 1986","49.3","","45.4","","57.5","E"
,"September 1986","49.7","","45.9","","57.6","E"
,"October 1986","49.7","","45.9","","57.6","E"
,"November 1986","51.0","","47.0","","59.1","E"
,"December 1986","51.5","","47.4","","61.0","E"
,"January 1987","52.5","","48.5","","61.0","E"
,"February 1987","52.9","","48.9","","61.0","E"
,"March 1987","53.4","","49.3","","62.4","E"
,"April 1987","54.9","","50.6","","64.4","E"
,"May 1987","55.1","","50.9","","64.4","E"
,"June 1987","56.3","","51.8","","66.8","E"
,"July 1987","56.9","","52.5","","66.8","E"
,"August 1987","58.2","","53.5","","68.8","E"
,"September 1987","58.2","","53.5","","69.0","E"
,"October 1987","58.2","","53.5","","69.2","E"
,"November 1987","58.2","","53.5","","69.2","E"
,"December 1987","58.3","","53.3","","70.6","E"
,"January 1988","58.4","","53.5","","70.6","E"
,"February 1988","59.0","","54.1","","70.6","E"
,"March 1988","59.7","","54.2","","73.1","E"
,"April 1988","59.8","","54.4","","73.2","E"
,"May 1988","60.2","","54.7","","73.7","E"
,"June 1988","61.3","","55.1","","78.1","E"
,"July 1988","61.4","","55.2","","78.1","E"
,"August 1988","61.8","","55.7","","78.1","E"
,"September 1988","62.4","","55.8","","80.5","E"
,"October 1988","62.6","","55.9","","81.2","E"
,"November 1988","63.2","","56.5","","81.9","E"
,"December 1988","64.0","","57.1","","83.2","E"
,"January 1989","64.3","","57.2","","83.9","E"
,"February 1989","66.0","","58.6","","87.0","E"
,"March 1989","66.7","","59.3","","87.9","E"
,"April 1989","66.8","","59.4","","88.5","E"
,"May 1989","67.2","","60.0","","88.5","E"
,"June 1989","67.4","","60.0","","89.5","E"
,"July 1989","67.6","","60.3","","89.5","E"
,"August 1989","68.0","","60.8","","89.5","E"
,"September 1989","68.4","","61.1","","90.6","E"
,"October 1989","68.5","","61.1","","90.6","E"
,"November 1989","69.1","","61.6","","92.2","E"
,"December 1989","69.3","","61.9","","92.2","E"
,"January 1990","69.6","","62.2","","92.2","E"
,"February 1990","70.3","","62.9","","93.0","E"
,"March 1990","70.4","","62.9","","93.0","E"
,"April 1990","70.4","","63.0","","93.0","E"
,"May 1990","69.7","","61.3","","95.5","E"
,"June 1990","69.3","","60.7","","95.5","E"
,"July 1990","69.1","","60.4","","95.5","E"
,"August 1990","68.8","","60.0","","95.5","E"
,"September 1990","68.6","","59.9","","95.5","E"
,"October 1990","67.6","","58.6","","95.5","E"
,"November 1990","66.1","","56.6","","95.5","E"
,"December 1990","65.3","","55.6","","95.5","E"
,"January 1991","64.2","","56.1","","89.4","E"
,"February 1991","63.5","","55.5","","87.7","E"
,"March 1991","63.1","","55.1","","87.0","E"
,"April 1991","63.5","","55.9","","86.5","E"
,"May 1991","63.7","","56.0","","86.6","E"
,"June 1991","63.5","","55.9","","86.0","E"
,"July 1991","63.5","","56.2","","85.3","E"
,"August 1991","63.5","","56.2","","85.3","E"
,"September 1991","63.4","","55.9","","85.2","E"
,"October 1991","63.2","","55.8","","85.2","E"
,"November 1991","63.1","","55.8","","84.8","E"
,"December 1991","63.0","","55.8","","84.6","E"
,"January 1992","62.9","","55.7","","84.6","E"
,"February 1992","62.2","","54.8","","84.9","E"
,"March 1992","62.0","","54.2","","85.4","E"
,"April 1992","61.5","","53.6","","84.9","E"
,"May 1992","61.3","","53.5","","84.9","E"
,"June 1992","61.1","","53.0","","85.1","E"
,"July 1992","61.1","","53.2","","85.1","E"
,"August 1992","61.1","","53.2","","85.1","E"
,"September 1992","61.1","","53.2","","85.1","E"
,"October 1992","61.1","","53.2","","85.1","E"
,"November 1992","61.3","","53.3","","85.1","E"
,"December 1992","61.3","","53.4","","85.1","E"
,"January 1993","61.3","","53.4","","85.1","E"
,"February 1993","62.0","","54.2","","86.0","E"
,"March 1993","62.0","","54.2","","86.0","E"
,"April 1993","62.0","","54.2","","86.0","E"
,"May 1993","62.1","","54.4","","86.0","E"
,"June 1993","62.4","","54.7","","86.0","E"
,"July 1993","62.1","","54.4","","86.0","E"
,"August 1993","61.9","","54.1","","86.0","E"
,"September 1993","62.2","","54.6","","86.0","E"
,"October 1993","62.1","","54.3","","86.0","E"
,"November 1993","61.9","","54.1","","86.0","E"
,"December 1993","61.9","","54.2","","86.0","E"
,"January 1994","61.3","","53.3","","86.0","E"
,"February 1994","60.1","","53.0","","82.4","E"
,"March 1994","60.3","","53.3","","82.4","E"
,"April 1994","60.6","","53.6","","82.4","E"
,"May 1994","60.3","","52.9","","83.4","E"
,"June 1994","60.3","","52.9","","83.4","E"
,"July 1994","60.3","","52.8","","83.4","E"
,"August 1994","60.3","","52.9","","83.4","E"
,"September 1994","60.3","","52.9","","83.4","E"
,"October 1994","60.3","","53.0","","83.4","E"
,"November 1994","59.9","","52.4","","83.4","E"
,"December 1994","60.4","","53.0","","83.4","E"
,"January 1995","60.5","","53.2","","83.4","E"
,"February 1995","59.8","","52.4","","83.4","E"
,"March 1995","60.0","","52.4","","83.4","E"
,"April 1995","60.2","","52.8","","83.4","E"
,"May 1995","60.0","","52.4","","83.4","E"
,"June 1995","60.1","","52.7","","83.4","E"
,"July 1995","60.1","","52.6","","83.4","E"
,"August 1995","60.0","","52.6","","83.4","E"
,"September 1995","59.8","","52.1","","83.4","E"
,"October 1995","59.5","","51.9","","83.4","E"
,"November 1995","59.5","","52.0","","83.3","E"
,"December 1995","60.0","","52.5","","83.3","E"
,"January 1996","60.1","","52.6","","83.3","E"
,"February 1996","60.1","","52.6","","83.3","E"
,"March 1996","60.1","","52.6","","83.3","E"
,"April 1996","60.0","","52.5","","83.3","E"
,"May 1996","59.8","","52.4","","83.3","E"
,"June 1996","59.8","","52.3","","83.3","E"
,"July 1996","59.7","","52.2","","83.3","E"
,"August 1996","59.7","","52.2","","83.3","E"
,"September 1996","59.8","","52.3","","83.4","E"
,"October 1996","59.4","","51.8","","82.9","E"
,"November 1996","59.6","","52.1","","82.9","E"
,"December 1996","59.5","","52.1","","82.9","E"
,"January 1997","59.8","","52.4","","82.9","E"
,"February 1997","59.6","","52.1","","82.9","E"
,"March 1997","59.7","","52.2","","82.9","E"
,"April 1997","59.7","","52.3","","82.8","E"
,"May 1997","60.0","","52.7","","82.9","E"
,"June 1997","60.3","","53.1","","82.9","E"
,"July 1997","60.3","","53.2","","82.9","E"
,"August 1997","60.3","","53.1","","82.9","E"
,"September 1997","60.6","","53.6","","82.9","E"
,"October 1997","60.8","","53.8","","82.9","E"
,"November 1997","61.2","","54.2","","82.9","E"
,"December 1997","61.3","","54.3","","82.9","E"
,"January 1998","61.3","","54.4","","82.9","E"
,"February 1998","61.3","","54.3","","82.8","E"
,"March 1998","61.3","","54.3","","82.9","E"
,"April 1998","61.3","","54.4","","82.9","E"
,"May 1998","61.6","","54.7","","82.9","E"
,"June 1998","61.7","","54.9","","82.9","E"
,"July 1998","61.8","","54.9","","82.9","E"
,"August 1998","61.9","","55.1","","82.9","E"
,"September 1998","61.8","","55.0","","82.9","E"
,"October 1998","61.8","","54.9","","82.9","E"
,"November 1998","61.8","","55.0","","82.9","E"
,"December 1998","61.8","","55.1","","82.9","E"
,"January 1999","62.2","","55.5","","82.9","E"
,"February 1999","62.1","","55.5","","82.9","E"
,"March 1999","62.1","","55.4","","82.9","E"
,"April 1999","62.2","","55.6","","82.9","E"
,"May 1999","62.7","","56.3","","82.9","E"
,"June 1999","62.7","","56.2","","82.9","E"
,"July 1999","62.9","","56.5","","82.9","E"
,"August 1999","63.1","","56.8","","82.9","E"
,"September 1999","63.0","","56.6","","82.9","E"
,"October 1999","63.1","","56.7","","82.9","E"
,"November 1999","63.4","","57.1","","82.9","E"
,"December 1999","63.5","","57.2","","82.9","E"
,"January 2000","63.5","","57.2","","82.9","E"
,"February 2000","64.4","","58.3","","82.9","E"
,"March 2000","64.6","","58.6","","82.9","E"
,"April 2000","64.8","","58.8","","82.9","E"
,"May 2000","65.1","","59.4","","82.9","E"
,"June 2000","65.1","","59.4","","82.9","E"
,"July 2000","65.4","","59.7","","82.9","E"
,"August 2000","65.8","","60.1","","82.9","E"
,"September 2000","66.0","","60.5","","82.9","E"
,"October 2000","65.9","","60.4","","82.9","E"
,"November 2000","66.1","","60.5","","82.9","E"
,"December 2000","66.2","","60.8","","82.9","E"
,"January 2001","66.4","","60.9","","82.9","E"
,"February 2001","66.3","","60.3","","85.0","E"
,"March 2001","66.4","","60.4","","85.0","E"
,"April 2001","66.7","","60.7","","85.0","E"
,"May 2001","66.7","","60.9","","85.0","E"
,"June 2001","67.3","","61.6","","85.0","E"
,"July 2001","67.5","","62.0","","85.0","E"
,"August 2001","67.7","","62.1","","85.0","E"
,"September 2001","67.8","","62.3","","84.9","E"
,"October 2001","68.1","","62.7","","85.0","E"
,"November 2001","67.6","","62.0","","85.6","E"
,"December 2001","67.8","","62.3","","85.5","E"
,"January 2002","68.1","","62.7","","85.6","E"
,"February 2002","68.2","","62.8","","85.6","E"
,"March 2002","68.3","","62.9","","85.6","E"
,"April 2002","68.4","","63.1","","85.5","E"
,"May 2002","69.9","","64.9","","85.6","E"
,"June 2002","70.7","","65.9","","85.6","E"
,"July 2002","70.7","","65.9","","85.5","E"
,"August 2002","70.9","","66.2","","85.6","E"
,"September 2002","70.6","","65.8","","85.6","E"
,"October 2002","70.9","","66.2","","85.5","E"
,"November 2002","71.2","","66.6","","85.6","E"
,"December 2002","71.3","","66.7","","85.6","E"
,"January 2003","71.2","","66.6","","85.6","E"
,"February 2003","71.8","","67.4","","85.6","E"
,"March 2003","71.9","","67.4","","85.6","E"
,"April 2003","71.8","","67.3","","85.6","E"
,"May 2003","71.9","","67.4","","85.6","E"
,"June 2003","71.8","","67.3","","85.6","E"
,"July 2003","72.3","","67.9","","85.6","E"
,"August 2003","72.5","","68.2","","85.6","E"
,"September 2003","72.6","","68.3","","85.6","E"
,"October 2003","72.6","","68.3","","85.7","E"
,"November 2003","72.8","","68.5","","85.7","E"
,"December 2003","73.6","","69.6","","85.7","E"
,"January 2004","73.8","","69.9","","85.7","E"
,"February 2004","73.8","","69.9","","85.7","E"
,"March 2004","73.7","","69.8","","85.7","E"
,"April 2004","74.8","","71.2","","85.7","E"
,"May 2004","74.8","","71.2","","85.7","E"
,"June 2004","75.4","","71.7","","86.4","E"
,"July 2004","75.3","","71.5","","86.4","E"
,"August 2004","75.5","","71.5","","87.4","E"
,"September 2004","75.9","","72.0","","87.4","E"
,"October 2004","76.9","","72.8","","89.4","E"
,"November 2004","77.9","","73.9","","90.5","E"
